date,price,opening,max,min,volume,delta_percent
25.02.2025,65.49,65.49,65.49,65.49,,-3.35
24.02.2025,67.76,67.76,67.76,67.76,,-0.44
21.02.2025,68.06,68.06,68.06,68.06,,-2.34
20.02.2025,69.69,69.69,69.69,69.69,,0.14
19.02.2025,69.59,69.59,69.59,69.59,,1.28
18.02.2025,68.71,68.71,68.71,68.71,,1.36
17.02.2025,67.79,67.79,67.79,67.79,,0.12
14.02.2025,67.71,67.71,67.71,67.71,,-1.54
13.02.2025,68.77,68.77,68.77,68.77,,-1.77
12.02.2025,70.01,70.01,70.01,70.01,,-0.86
11.02.2025,70.62,70.62,70.62,70.62,,3.40
10.02.2025,68.30,68.30,68.30,68.30,,0.22
07.02.2025,68.15,68.15,68.15,68.15,,-0.25
06.02.2025,68.32,68.32,68.32,68.32,,-0.31
05.02.2025,68.53,68.53,68.53,68.53,,-2.17
04.02.2025,70.05,70.05,70.05,70.05,,2.25
03.02.2025,68.51,68.51,68.51,68.51,,-2.30
31.01.2025,70.12,70.12,70.12,70.12,,-0.40
30.01.2025,70.40,70.40,70.40,70.40,,-0.09
29.01.2025,70.46,70.46,70.46,70.46,,0.57
28.01.2025,70.06,70.06,70.06,70.06,,-0.14
27.01.2025,70.16,70.16,70.16,70.16,,-1.56
24.01.2025,71.27,71.27,71.27,71.27,,-0.22
23.01.2025,71.43,71.43,71.43,71.43,,-1.68
22.01.2025,72.65,72.65,72.65,72.65,,-0.71
21.01.2025,73.17,73.17,73.17,73.17,,-1.40
20.01.2025,74.21,74.21,74.21,74.21,,-3.52
17.01.2025,76.92,76.92,76.92,76.92,,0.83
16.01.2025,76.29,76.29,76.29,76.29,,-1.41
15.01.2025,77.38,77.38,77.38,77.38,,1.43
14.01.2025,76.29,76.29,76.29,76.29,,-0.43
13.01.2025,76.62,76.62,76.62,76.62,,3.99
10.01.2025,73.68,73.68,73.68,73.68,,1.85
09.01.2025,72.34,72.34,72.34,72.34,,1.50
08.01.2025,71.27,71.27,71.27,71.27,,-0.68
07.01.2025,71.76,71.76,71.76,71.76,,0.83
06.01.2025,71.17,71.17,71.17,71.17,,0.78
03.01.2025,70.62,70.62,70.62,70.62,,0.83
02.01.2025,70.04,70.04,70.04,70.04,,2.23
31.12.2024,68.51,68.51,68.51,68.51,,0.50
30.12.2024,68.17,68.17,68.17,68.17,,0.69
27.12.2024,67.70,67.70,67.70,67.70,,0.40
24.12.2024,67.43,67.43,67.43,67.43,,2.09
23.12.2024,66.05,66.05,66.05,66.05,,-1.59
20.12.2024,67.12,67.12,67.12,67.12,,-0.83
19.12.2024,67.68,67.68,67.68,67.68,,-1.20
18.12.2024,68.50,68.50,68.50,68.50,,2.10
17.12.2024,67.09,67.09,67.09,67.09,,-0.73
16.12.2024,67.58,67.58,67.58,67.58,,-1.07
13.12.2024,68.31,68.31,68.31,68.31,,2.06
12.12.2024,66.93,66.93,66.93,66.93,,-1.27
11.12.2024,67.79,67.79,67.79,67.79,,1.30
10.12.2024,66.92,66.92,66.92,66.92,,-0.12
09.12.2024,67.00,67.00,67.00,67.00,,1.22
06.12.2024,66.19,66.19,66.19,66.19,,-1.50
05.12.2024,67.20,67.20,67.20,67.20,,-1.16
04.12.2024,67.99,67.99,67.99,67.99,,-0.18
03.12.2024,68.11,68.11,68.11,68.11,,3.07
02.12.2024,66.08,66.08,66.08,66.08,,-2.06
29.11.2024,67.47,67.47,67.47,67.47,,0.33
28.11.2024,67.25,67.25,67.25,67.25,,0.09
27.11.2024,67.19,67.19,67.19,67.19,,-0.96
26.11.2024,67.84,67.84,67.84,67.84,,0.46
25.11.2024,67.53,67.53,67.53,67.53,,-2.67
22.11.2024,69.38,69.38,69.38,69.38,,1.37
21.11.2024,68.44,68.44,68.44,68.44,,1.12
20.11.2024,67.68,67.68,67.68,67.68,,-0.13
19.11.2024,67.77,67.77,67.77,67.77,,-0.04
18.11.2024,67.80,67.80,67.80,67.80,,1.36
15.11.2024,66.89,66.89,66.89,66.89,,0.07
14.11.2024,66.84,66.84,66.84,66.84,,0.80
13.11.2024,66.31,66.31,66.31,66.31,,0.45
12.11.2024,66.01,66.01,66.01,66.01,,0.50
11.11.2024,65.68,65.68,65.68,65.68,,-2.74
08.11.2024,67.53,67.53,67.53,67.53,,-2.48
07.11.2024,69.25,69.25,69.25,69.25,,-1.13
06.11.2024,70.04,70.04,70.04,70.04,,-0.65
05.11.2024,70.50,70.50,70.50,70.50,,2.99
04.11.2024,68.45,68.45,68.45,68.45,,2.06
01.11.2024,67.07,67.07,67.07,67.07,,0.55
31.10.2024,66.70,66.70,66.70,66.70,,0.06
30.10.2024,66.66,66.66,66.66,66.66,,3.22
29.10.2024,64.58,64.58,64.58,64.58,,-0.81
28.10.2024,65.11,65.11,65.11,65.11,,-5.56
25.10.2024,68.94,68.94,68.94,68.94,,2.01
24.10.2024,67.58,67.58,67.58,67.58,,-0.31
23.10.2024,67.79,67.79,67.79,67.79,,-1.75
22.10.2024,69.00,69.00,69.00,69.00,,3.45
21.10.2024,66.70,66.70,66.70,66.70,,0.82
18.10.2024,66.16,66.16,66.16,66.16,,-2.09
17.10.2024,67.57,67.57,67.57,67.57,,1.12
16.10.2024,66.82,66.82,66.82,66.82,,0.01
15.10.2024,66.81,66.81,66.81,66.81,,-6.69
14.10.2024,71.60,71.60,71.60,71.60,,-2.45
11.10.2024,73.40,73.40,73.40,73.40,,0.99
10.10.2024,72.68,72.68,72.68,72.68,,3.40
09.10.2024,70.29,70.29,70.29,70.29,,-1.44
08.10.2024,71.32,71.32,71.32,71.32,,-5.82
07.10.2024,75.73,75.73,75.73,75.73,,3.32
04.10.2024,73.30,73.30,73.30,73.30,,2.43
03.10.2024,71.56,71.56,71.56,71.56,,3.94
02.10.2024,68.85,68.85,68.85,68.85,,-0.61
01.10.2024,69.27,69.27,69.27,69.27,,4.26
30.09.2024,66.44,66.44,66.44,66.44,,1.10
27.09.2024,65.72,65.72,65.72,65.72,,-2.13
26.09.2024,67.15,67.15,67.15,67.15,,-3.37
25.09.2024,69.49,69.49,69.49,69.49,,0.40
24.09.2024,69.21,69.21,69.21,69.21,,0.49
23.09.2024,68.87,68.87,68.87,68.87,,-1.45
20.09.2024,69.88,69.88,69.88,69.88,,0.04
19.09.2024,69.85,69.85,69.85,69.85,,2.06
18.09.2024,68.44,68.44,68.44,68.44,,-0.04
17.09.2024,68.47,68.47,68.47,68.47,,0.90
16.09.2024,67.86,67.86,67.86,67.86,,0.37
13.09.2024,67.61,67.61,67.61,67.61,,-0.18
12.09.2024,67.73,67.73,67.73,67.73,,5.45
11.09.2024,64.23,64.23,64.23,64.23,,-0.05
10.09.2024,64.26,64.26,64.26,64.26,,-3.06
09.09.2024,66.29,66.29,66.29,66.29,,-15.91
06.09.2024,78.83,78.83,78.83,78.83,,14.35
05.09.2024,68.94,68.94,68.94,68.94,,-0.29
04.09.2024,69.14,69.14,69.14,69.14,,-2.52
03.09.2024,70.93,70.93,70.93,70.93,,-1.07
02.09.2024,71.70,71.70,71.70,71.70,,-3.21
30.08.2024,74.08,74.08,74.08,74.08,,-1.79
29.08.2024,75.43,75.43,75.43,75.43,,2.08
28.08.2024,73.89,73.89,73.89,73.89,,-1.99
27.08.2024,75.39,75.39,75.39,75.39,,1.60
23.08.2024,74.20,74.20,74.20,74.20,,2.09
22.08.2024,72.68,72.68,72.68,72.68,,0.04
21.08.2024,72.65,72.65,72.65,72.65,,-0.11
20.08.2024,72.73,72.73,72.73,72.73,,-2.99
19.08.2024,74.97,74.97,74.97,74.97,,-0.62
16.08.2024,75.44,75.44,75.44,75.44,,-1.99
15.08.2024,76.97,76.97,76.97,76.97,,1.24
14.08.2024,76.03,76.03,76.03,76.03,,-0.47
13.08.2024,76.39,76.39,76.39,76.39,,-0.71
12.08.2024,76.94,76.94,76.94,76.94,,2.66
09.08.2024,74.95,74.95,74.95,74.95,,0.42
08.08.2024,74.64,74.64,74.64,74.64,,3.47
07.08.2024,72.14,72.14,72.14,72.14,,2.33
06.08.2024,70.50,70.50,70.50,70.50,,-1.26
05.08.2024,71.40,71.40,71.40,71.40,,-1.15
02.08.2024,72.23,72.23,72.23,72.23,,-4.01
01.08.2024,75.25,75.25,75.25,75.25,,-0.03
31.07.2024,75.27,75.27,75.27,75.27,,2.91
30.07.2024,73.14,73.14,73.14,73.14,,-2.56
29.07.2024,75.06,75.06,75.06,75.06,,-0.54
26.07.2024,75.47,75.47,75.47,75.47,,-1.60
25.07.2024,76.70,76.70,76.70,76.70,,-0.56
24.07.2024,77.13,77.13,77.13,77.13,,1.03
23.07.2024,76.34,76.34,76.34,76.34,,-1.57
22.07.2024,77.56,77.56,77.56,77.56,,-2.19
19.07.2024,79.30,79.30,79.30,79.30,,-1.34
18.07.2024,80.38,80.38,80.38,80.38,,0.64
17.07.2024,79.87,79.87,79.87,79.87,,-1.05
16.07.2024,80.72,80.72,80.72,80.72,,0.22
15.07.2024,80.54,80.54,80.54,80.54,,-1.14
12.07.2024,81.47,81.47,81.47,81.47,,2.50
11.07.2024,79.48,79.48,79.48,79.48,,-0.13
10.07.2024,79.58,79.58,79.58,79.58,,0.06
09.07.2024,79.53,79.53,79.53,79.53,,-0.85
08.07.2024,80.21,80.21,80.21,80.21,,-1.88
05.07.2024,81.75,81.75,81.75,81.75,,0.43
04.07.2024,81.40,81.40,81.40,81.40,,0.11
03.07.2024,81.31,81.31,81.31,81.31,,-0.04
02.07.2024,81.34,81.34,81.34,81.34,,2.15
01.07.2024,79.63,79.63,79.63,79.63,,-0.86
28.06.2024,80.32,80.32,80.32,80.32,,0.34
27.06.2024,80.05,80.05,80.05,80.05,,1.56
26.06.2024,78.82,78.82,78.82,78.82,,-1.31
25.06.2024,79.87,79.87,79.87,79.87,,0.08
24.06.2024,79.81,79.81,79.81,79.81,,0.42
21.06.2024,79.48,79.48,79.48,79.48,,0.63
20.06.2024,78.98,78.98,78.98,78.98,,0.36
19.06.2024,78.70,78.70,78.70,78.70,,1.09
18.06.2024,77.85,77.85,77.85,77.85,,3.10
17.06.2024,75.51,75.51,75.51,75.51,,2.65
14.06.2024,73.56,73.56,73.56,73.56,,0.07
13.06.2024,73.51,73.51,73.51,73.51,,1.27
12.06.2024,72.59,72.59,72.59,72.59,,0.46
11.06.2024,72.26,72.26,72.26,72.26,,0.78
10.06.2024,71.70,71.70,71.70,71.70,,2.09
07.06.2024,70.23,70.23,70.23,70.23,,0.72
06.06.2024,69.73,69.73,69.73,69.73,,3.27
05.06.2024,67.52,67.52,67.52,67.52,,0.12
04.06.2024,67.44,67.44,67.44,67.44,,-1.58
03.06.2024,68.52,68.52,68.52,68.52,,-4.14
31.05.2024,71.48,71.48,71.48,71.48,,-2.74
30.05.2024,73.49,73.49,73.49,73.49,,-0.12
29.05.2024,73.58,73.58,73.58,73.58,,0.78
28.05.2024,73.01,73.01,73.01,73.01,,3.63
24.05.2024,70.45,70.45,70.45,70.45,,-0.47
23.05.2024,70.78,70.78,70.78,70.78,,-0.91
22.05.2024,71.43,71.43,71.43,71.43,,-1.81
21.05.2024,72.75,72.75,72.75,72.75,,-0.90
20.05.2024,73.41,73.41,73.41,73.41,,-0.11
17.05.2024,73.49,73.49,73.49,73.49,,0.81
16.05.2024,72.90,72.90,72.90,72.90,,2.34
15.05.2024,71.23,71.23,71.23,71.23,,-1.41
14.05.2024,72.25,72.25,72.25,72.25,,-2.97
13.05.2024,74.46,74.46,74.46,74.46,,-0.28
10.05.2024,74.67,74.67,74.67,74.67,,0.12
09.05.2024,74.58,74.58,74.58,74.58,,1.14
08.05.2024,73.74,73.74,73.74,73.74,,-0.34
07.05.2024,73.99,73.99,73.99,73.99,,-2.79
02.05.2024,76.11,76.11,76.11,76.11,,1.67
01.05.2024,74.86,74.86,74.86,74.86,,-5.87
30.04.2024,79.53,79.53,79.53,79.53,,-0.28
29.04.2024,79.75,79.75,79.75,79.75,,-1.88
26.04.2024,81.28,81.28,81.28,81.28,,2.33
25.04.2024,79.43,79.43,79.43,79.43,,-1.13
24.04.2024,80.34,80.34,80.34,80.34,,0.88
23.04.2024,79.64,79.64,79.64,79.64,,1.28
22.04.2024,78.63,78.63,78.63,78.63,,-0.83
19.04.2024,79.29,79.29,79.29,79.29,,-0.56
18.04.2024,79.74,79.74,79.74,79.74,,-1.48
17.04.2024,80.94,80.94,80.94,80.94,,-2.12
16.04.2024,82.69,82.69,82.69,82.69,,0.67
15.04.2024,82.14,82.14,82.14,82.14,,-2.69
12.04.2024,84.41,84.41,84.41,84.41,,2.01
11.04.2024,82.75,82.75,82.75,82.75,,-0.10
10.04.2024,82.83,82.83,82.83,82.83,,-0.67
09.04.2024,83.39,83.39,83.39,83.39,,0.48
08.04.2024,82.99,82.99,82.99,82.99,,-1.28
05.04.2024,84.07,84.07,84.07,84.07,,3.05
04.04.2024,81.58,81.58,81.58,81.58,,-0.32
03.04.2024,81.84,81.84,81.84,81.84,,3.74
02.04.2024,78.89,78.89,78.89,78.89,,1.89
28.03.2024,77.43,77.43,77.43,77.43,,1.61
27.03.2024,76.20,76.20,76.20,76.20,,-1.26
26.03.2024,77.17,77.17,77.17,77.17,,-0.31
25.03.2024,77.41,77.41,77.41,77.41,,1.72
22.03.2024,76.10,76.10,76.10,76.10,,-0.07
21.03.2024,76.15,76.15,76.15,76.15,,-1.10
20.03.2024,77.00,77.00,77.00,77.00,,-2.02
19.03.2024,78.59,78.59,78.59,78.59,,1.15
18.03.2024,77.70,77.70,77.70,77.70,,1.41
15.03.2024,76.62,76.62,76.62,76.62,,-0.99
14.03.2024,77.39,77.39,77.39,77.39,,2.94
13.03.2024,75.18,75.18,75.18,75.18,,0.35
12.03.2024,74.92,74.92,74.92,74.92,,0.29
11.03.2024,74.70,74.70,74.70,74.70,,-1.09
08.03.2024,75.52,75.52,75.52,75.52,,-0.81
07.03.2024,76.14,76.14,76.14,76.14,,-2.21
06.03.2024,77.86,77.86,77.86,77.86,,1.01
05.03.2024,77.08,77.08,77.08,77.08,,-0.96
04.03.2024,77.83,77.83,77.83,77.83,,4.00
01.03.2024,74.84,74.84,74.84,74.84,,0.34
29.02.2024,74.59,74.59,74.59,74.59,,0.67
28.02.2024,74.09,74.09,74.09,74.09,,0.37
27.02.2024,73.82,73.82,73.82,73.82,,-0.61
26.02.2024,74.27,74.27,74.27,74.27,,-0.23
23.02.2024,74.44,74.44,74.44,74.44,,-2.25
22.02.2024,76.15,76.15,76.15,76.15,,1.44
21.02.2024,75.07,75.07,75.07,75.07,,-0.01
20.02.2024,75.08,75.08,75.08,75.08,,-0.98
19.02.2024,75.82,75.82,75.82,75.82,,0.85
16.02.2024,75.18,75.18,75.18,75.18,,0.71
15.02.2024,74.65,74.65,74.65,74.65,,1.41
14.02.2024,73.61,73.61,73.61,73.61,,-0.43
13.02.2024,73.93,73.93,73.93,73.93,,1.23
12.02.2024,73.03,73.03,73.03,73.03,,0.34
09.02.2024,72.78,72.78,72.78,72.78,,0.79
08.02.2024,72.21,72.21,72.21,72.21,,2.60
07.02.2024,70.38,70.38,70.38,70.38,,1.03
06.02.2024,69.66,69.66,69.66,69.66,,1.65
05.02.2024,68.53,68.53,68.53,68.53,,-0.35
02.02.2024,68.77,68.77,68.77,68.77,,-3.72
01.02.2024,71.43,71.43,71.43,71.43,,-1.08
31.01.2024,72.21,72.21,72.21,72.21,,-1.61
30.01.2024,73.39,73.39,73.39,73.39,,0.18
29.01.2024,73.26,73.26,73.26,73.26,,0.90
26.01.2024,72.61,72.61,72.61,72.61,,1.37
25.01.2024,71.63,71.63,71.63,71.63,,0.15
24.01.2024,71.52,71.52,71.52,71.52,,0.06
23.01.2024,71.48,71.48,71.48,71.48,,12.21
22.01.2024,63.70,63.70,63.70,63.70,,1.58
19.01.2024,62.71,62.71,62.71,62.71,,-0.52
18.01.2024,63.04,63.04,63.04,63.04,,3.53
17.01.2024,60.89,60.89,60.89,60.89,,-2.03
16.01.2024,62.15,62.15,62.15,62.15,,0.63
15.01.2024,61.76,61.76,61.76,61.76,,-0.19
12.01.2024,61.88,61.88,61.88,61.88,,-0.48
11.01.2024,62.18,62.18,62.18,62.18,,2.83
10.01.2024,60.47,60.47,60.47,60.47,,0.83
09.01.2024,59.97,59.97,59.97,59.97,,4.35
08.01.2024,57.47,57.47,57.47,57.47,,-4.71
05.01.2024,60.31,60.31,60.31,60.31,,4.38
04.01.2024,57.78,57.78,57.78,57.78,,-2.37
03.01.2024,59.18,59.18,59.18,59.18,,1.63
02.01.2024,58.23,58.23,58.23,58.23,,-2.46
29.12.2023,59.70,59.70,59.70,59.70,,-2.20
28.12.2023,61.04,61.04,61.04,61.04,,-3.06
27.12.2023,62.97,62.97,62.97,62.97,,1.19
22.12.2023,62.23,62.23,62.23,62.23,,-0.73
21.12.2023,62.69,62.69,62.69,62.69,,-0.68
20.12.2023,63.12,63.12,63.12,63.12,,2.10
19.12.2023,61.82,61.82,61.82,61.82,,1.53
18.12.2023,60.89,60.89,60.89,60.89,,3.48
15.12.2023,58.84,58.84,58.84,58.84,,-0.36
14.12.2023,59.05,59.05,59.05,59.05,,5.18
13.12.2023,56.14,56.14,56.14,56.14,,0.05
12.12.2023,56.11,56.11,56.11,56.11,,-2.84
11.12.2023,57.75,57.75,57.75,57.75,,-0.41
08.12.2023,57.99,57.99,57.99,57.99,,2.67
07.12.2023,56.48,56.48,56.48,56.48,,-0.46
06.12.2023,56.74,56.74,56.74,56.74,,-5.97
05.12.2023,60.34,60.34,60.34,60.34,,-0.23
04.12.2023,60.48,60.48,60.48,60.48,,-4.14
01.12.2023,63.09,63.09,63.09,63.09,,-2.34
30.11.2023,64.60,64.60,64.60,64.60,,0.76
29.11.2023,64.11,64.11,64.11,64.11,,0.28
28.11.2023,63.93,63.93,63.93,63.93,,3.21
27.11.2023,61.94,61.94,61.94,61.94,,-2.69
24.11.2023,63.65,63.65,63.65,63.65,,1.71
23.11.2023,62.58,62.58,62.58,62.58,,2.41
22.11.2023,61.11,61.11,61.11,61.11,,-4.17
21.11.2023,63.77,63.77,63.77,63.77,,-5.68
20.11.2023,67.61,67.61,67.61,67.61,,5.07
17.11.2023,64.35,64.35,64.35,64.35,,1.98
16.11.2023,63.10,63.10,63.10,63.10,,-7.01
15.11.2023,67.86,67.86,67.86,67.86,,-3.24
14.11.2023,70.13,70.13,70.13,70.13,,1.64
13.11.2023,69.00,69.00,69.00,69.00,,-0.81
10.11.2023,69.56,69.56,69.56,69.56,,1.61
09.11.2023,68.46,68.46,68.46,68.46,,0.07
08.11.2023,68.41,68.41,68.41,68.41,,-2.91
07.11.2023,70.46,70.46,70.46,70.46,,-4.84
06.11.2023,74.04,74.04,74.04,74.04,,0.33
03.11.2023,73.80,73.80,73.80,73.80,,-0.89
02.11.2023,74.46,74.46,74.46,74.46,,0.24
01.11.2023,74.28,74.28,74.28,74.28,,-2.01
31.10.2023,75.80,75.80,75.80,75.80,,1.96
30.10.2023,74.34,74.34,74.34,74.34,,-0.63
27.10.2023,74.81,74.81,74.81,74.81,,-0.52
26.10.2023,75.20,75.20,75.20,75.20,,1.03
25.10.2023,74.43,74.43,74.43,74.43,,1.00
24.10.2023,73.69,73.69,73.69,73.69,,-7.24
23.10.2023,79.44,79.44,79.44,79.44,,-1.85
20.10.2023,80.94,80.94,80.94,80.94,,3.60
19.10.2023,78.13,78.13,78.13,78.13,,0.54
18.10.2023,77.71,77.71,77.71,77.71,,1.52
17.10.2023,76.55,76.55,76.55,76.55,,-1.42
16.10.2023,77.65,77.65,77.65,77.65,,-1.71
13.10.2023,79.00,79.00,79.00,79.00,,5.28
12.10.2023,75.04,75.04,75.04,75.04,,2.49
11.10.2023,73.22,73.22,73.22,73.22,,-4.28
10.10.2023,76.49,76.49,76.49,76.49,,-0.77
09.10.2023,77.08,77.08,77.08,77.08,,4.63
06.10.2023,73.67,73.67,73.67,73.67,,-1.42
05.10.2023,74.73,74.73,74.73,74.73,,-3.95
04.10.2023,77.80,77.80,77.80,77.80,,-3.45
03.10.2023,80.58,80.58,80.58,80.58,,4.41
02.10.2023,77.18,77.18,77.18,77.18,,-5.90
29.09.2023,82.02,82.02,82.02,82.02,,-1.57
28.09.2023,83.33,83.33,83.33,83.33,,-0.22
27.09.2023,83.51,83.51,83.51,83.51,,6.83
26.09.2023,78.17,78.17,78.17,78.17,,0.59
25.09.2023,77.71,77.71,77.71,77.71,,-0.87
22.09.2023,78.39,78.39,78.39,78.39,,-0.25
21.09.2023,78.59,78.59,78.59,78.59,,-2.84
20.09.2023,80.89,80.89,80.89,80.89,,0.00
19.09.2023,80.89,80.89,80.89,80.89,,0.82
18.09.2023,80.23,80.23,80.23,80.23,,1.20
15.09.2023,79.28,79.28,79.28,79.28,,0.76
14.09.2023,78.68,78.68,78.68,78.68,,1.96
13.09.2023,77.17,77.17,77.17,77.17,,-0.72
12.09.2023,77.73,77.73,77.73,77.73,,2.55
11.09.2023,75.80,75.80,75.80,75.80,,-0.32
08.09.2023,76.04,76.04,76.04,76.04,,0.52
07.09.2023,75.65,75.65,75.65,75.65,,0.49
06.09.2023,75.28,75.28,75.28,75.28,,-0.73
05.09.2023,75.83,75.83,75.83,75.83,,2.06
04.09.2023,74.30,74.30,74.30,74.30,,1.42
01.09.2023,73.26,73.26,73.26,73.26,,3.01
31.08.2023,71.12,71.12,71.12,71.12,,1.77
30.08.2023,69.88,69.88,69.88,69.88,,0.11
29.08.2023,69.80,69.80,69.80,69.80,,1.01
28.08.2023,69.10,69.10,69.10,69.10,,0.00
25.08.2023,69.10,69.10,69.10,69.10,,1.83
24.08.2023,67.86,67.86,67.86,67.86,,-0.18
23.08.2023,67.98,67.98,67.98,67.98,,-1.31
22.08.2023,68.88,68.88,68.88,68.88,,-1.80
21.08.2023,70.14,70.14,70.14,70.14,,0.86
18.08.2023,69.54,69.54,69.54,69.54,,-1.84
17.08.2023,70.84,70.84,70.84,70.84,,-0.13
16.08.2023,70.93,70.93,70.93,70.93,,-0.30
15.08.2023,71.14,71.14,71.14,71.14,,-2.05
14.08.2023,72.63,72.63,72.63,72.63,,-0.75
11.08.2023,73.18,73.18,73.18,73.18,,0.05
10.08.2023,73.14,73.14,73.14,73.14,,-0.80
09.08.2023,73.73,73.73,73.73,73.73,,2.69
08.08.2023,71.80,71.80,71.80,71.80,,0.55
07.08.2023,71.41,71.41,71.41,71.41,,-0.90
04.08.2023,72.06,72.06,72.06,72.06,,1.77
03.08.2023,70.81,70.81,70.81,70.81,,2.56
02.08.2023,69.04,69.04,69.04,69.04,,-1.69
01.08.2023,70.23,70.23,70.23,70.23,,0.00
31.07.2023,70.23,70.23,70.23,70.23,,2.38
28.07.2023,68.60,68.60,68.60,68.60,,-0.65
27.07.2023,69.05,69.05,69.05,69.05,,0.38
26.07.2023,68.79,68.79,68.79,68.79,,1.46
25.07.2023,67.80,67.80,67.80,67.80,,0.58
24.07.2023,67.41,67.41,67.41,67.41,,3.04
21.07.2023,65.42,65.42,65.42,65.42,,1.76
20.07.2023,64.29,64.29,64.29,64.29,,-1.70
19.07.2023,65.40,65.40,65.40,65.40,,4.51
18.07.2023,62.58,62.58,62.58,62.58,,1.74
17.07.2023,61.51,61.51,61.51,61.51,,-2.75
14.07.2023,63.25,63.25,63.25,63.25,,-0.53
13.07.2023,63.59,63.59,63.59,63.59,,0.57
12.07.2023,63.23,63.23,63.23,63.23,,1.57
11.07.2023,62.25,62.25,62.25,62.25,,1.17
10.07.2023,61.53,61.53,61.53,61.53,,1.20
07.07.2023,60.80,60.80,60.80,60.80,,3.95
06.07.2023,58.49,58.49,58.49,58.49,,-1.91
05.07.2023,59.63,59.63,59.63,59.63,,0.76
04.07.2023,59.18,59.18,59.18,59.18,,0.97
03.07.2023,58.61,58.61,58.61,58.61,,1.98
30.06.2023,57.47,57.47,57.47,57.47,,2.37
29.06.2023,56.14,56.14,56.14,56.14,,-0.46
28.06.2023,56.40,56.40,56.40,56.40,,2.34
27.06.2023,55.11,55.11,55.11,55.11,,-1.13
26.06.2023,55.74,55.74,55.74,55.74,,0.70
23.06.2023,55.35,55.35,55.35,55.35,,-1.28
22.06.2023,56.07,56.07,56.07,56.07,,-4.58
21.06.2023,58.76,58.76,58.76,58.76,,3.18
20.06.2023,56.95,56.95,56.95,56.95,,-1.96
19.06.2023,58.09,58.09,58.09,58.09,,0.45
16.06.2023,57.83,57.83,57.83,57.83,,1.56
15.06.2023,56.94,56.94,56.94,56.94,,3.19
14.06.2023,55.18,55.18,55.18,55.18,,0.13
13.06.2023,55.11,55.11,55.11,55.11,,2.82
12.06.2023,53.60,53.60,53.60,53.60,,-6.13
09.06.2023,57.10,57.10,57.10,57.10,,-0.10
08.06.2023,57.16,57.16,57.16,57.16,,-1.79
07.06.2023,58.20,58.20,58.20,58.20,,1.52
06.06.2023,57.33,57.33,57.33,57.33,,-1.61
05.06.2023,58.27,58.27,58.27,58.27,,2.71
02.06.2023,56.73,56.73,56.73,56.73,,2.31
01.06.2023,55.45,55.45,55.45,55.45,,3.45
31.05.2023,53.60,53.60,53.60,53.60,,-2.72
30.05.2023,55.10,55.10,55.10,55.10,,-3.96
29.05.2023,57.37,57.37,57.37,57.37,,0.00
26.05.2023,57.37,57.37,57.37,57.37,,1.40
25.05.2023,56.58,56.58,56.58,56.58,,-3.68
24.05.2023,58.74,58.74,58.74,58.74,,1.35
23.05.2023,57.96,57.96,57.96,57.96,,2.08
22.05.2023,56.78,56.78,56.78,56.78,,0.53
19.05.2023,56.48,56.48,56.48,56.48,,-0.67
18.05.2023,56.86,56.86,56.86,56.86,,-0.46
17.05.2023,57.12,57.12,57.12,57.12,,1.69
16.05.2023,56.17,56.17,56.17,56.17,,-0.51
15.05.2023,56.46,56.46,56.46,56.46,,0.75
12.05.2023,56.04,56.04,56.04,56.04,,-1.72
11.05.2023,57.02,57.02,57.02,57.02,,-1.94
10.05.2023,58.15,58.15,58.15,58.15,,2.94
09.05.2023,56.49,56.49,56.49,56.49,,-3.49
08.05.2023,58.53,58.53,58.53,58.53,,3.45
05.05.2023,56.58,56.58,56.58,56.58,,4.68
04.05.2023,54.05,54.05,54.05,54.05,,0.95
03.05.2023,53.54,53.54,53.54,53.54,,-7.91
02.05.2023,58.14,58.14,58.14,58.14,,-6.53
01.05.2023,62.20,62.20,62.20,62.20,,0.00
28.04.2023,62.20,62.20,62.20,62.20,,4.03
